text_data,topic
"solimo brand was out of date. i was happy about the price and shipping, but then, when i received the coq10, i discovered that its expiration date was in 2 weeks, when it was supposed to be a 90 day supply! not happy about that.",Expiry
"old bottle. recived in march 2019.  expiration on bottle is june 2019.  chews are stuck together, have to use a spoon to unstick them to get out.",Texture
gross aftertaste. gross aftertaste. tried it in a ton of stuff and always the same artificial aftertaste.,Bad Taste/Flavor
smell bad taste worse!. these pills smell bad and taste bad. it's not just a bitter taste like with most supplements but something on a different level that i can't quite explain. i can barely stomach taking them and probably will throw away the remaining pills.,Quality/Contaminated
"looks like they’re selling fake product. i never had an issue with this seller but the last order is a scam, the flavor is way different, it’s nasty and looks like it’s not even protein, i’m very disappointed",Bad Taste/Flavor
didn't work for me. i get a lot of stress taking care of my mother who has dementia and didn't help me at all,Not Effective
"taste sweet, don’t use it in my coffee as it has too much of its own flavor. reminiscent of honey.. taste sweet, don’t use it in my coffee as it has too much of its own flavor. reminiscent of honey",Bad Taste/Flavor
"horrible taste and smell make these unbearable.  wish i could return.. before ordering these vitamins, i read some of the reviews and noticed people complaining about the taste.  i assumed ""oh they are just being picky, vitamins aren't supposed to taste amazing""..... but now i understand where they were coming from.  the flavor is just overwhelmingly bad, and the taste lingered even after washing my mouth out and chewing gum.  the container also smells terrible.  i opened it for the first time, and a few minutes later my boyfriend came into the room and immediately commented on how it smelt like old vitamins and overpowering fruit flavored medication.  he was spot on.  wish i could return these, but inconveniently for the customer returns are not accepted.  probably because so many people want to return them...  buyers beware.",Bad Taste/Flavor
doesn't equal the tablet we've been using. we have decided to go back to the tablets we were using. i like that it's raw food derived but it doesn't work as well as what we were using. i'll keep looking for a better product.,Not Effective
yucky smell. they have such an awful smell i can't take them. will just have to throw away.,Smells Bad
"expired product. product has expired almost 9 months ago.  did not even open to use product,  just sent it back for refund.",Expiry
nasty. flavor is terrible.  wish i could return after it has been opened.  stick with the artificially flavored version.,Texture
bad!. horrible! i’d been having constant headaches and feel dizzy all day! sleep less,Allergic
not item ordered. photo attached. did not receive item ordered i received two water base pens. i ordered slippery elm 400 mg.  item not even close.,Inferior to competitors
